-0.298939	36.828258
-0.289364	36.833988
-0.279398	36.945948
-0.269412	36.863407
-0.259407	36.846193
-0.249407	36.796555
-0.239392	36.777591
-0.229389	36.894509
-0.219391	36.896903
-0.209389	36.854725
-0.199394	36.837742
-0.189362	36.829569
-0.17941	36.907483
-0.169421	36.776906
-0.159408	36.877458
-0.149454	36.831238
-0.139416	36.820699
-0.129433	36.929555
-0.11942	36.782792
-0.109431	36.891145
-0.099436	36.81508
-0.089458	36.866009
-0.079438	36.854856
-0.069455	36.801476
-0.059427	36.863778
-0.049419	36.839312
-0.039466	36.861068
-0.029434	36.849831
-0.01945	36.824126
-0.009421	36.846879
0.000521	36.862435
0.010502	36.833099
0.020528	36.852712
0.030512	36.882977
0.040554	36.80611
0.050575	36.87468
0.060569	36.904076
0.070587	36.774778
0.080579	36.911838
0.090582	36.881909
0.100585	36.855366
0.110566	36.923689
0.120595	36.837108
0.130579	36.853573
0.140597	36.82866
0.150592	36.835781
0.160584	36.8716
0.170591	36.858578
0.180612	36.847556
0.190595	36.808713
0.200604	36.902339
0.210605	36.833534
0.220616	36.860698
0.230601	36.843515
0.24061	36.801126
0.250582	36.845364
0.260609	36.830525
0.270584	36.841447
0.280574	36.857084
0.290562	36.851987
0.300581	36.855812
0.310589	36.816726
0.320577	36.819687
0.330587	36.834908
0.340576	36.811888
0.35059	36.832605
0.360585	36.809019
0.370598	36.8215
0.38059	36.780397
0.3906	36.737186
0.400589	36.773579
0.402609	36.699502
0.404606	36.780221
0.406602	36.707221
0.408604	36.747821
0.4106	36.699908
0.412598	36.697932
0.414595	36.734644
0.416593	36.700948
0.418585	36.706336
0.420595	36.684838
0.42261	36.667723
0.424604	36.645146
0.426602	36.651733
0.428604	36.624353
0.430598	36.619599
0.432598	36.627159
0.434598	36.584545
0.436596	36.589419
0.438596	36.572882
0.44061	36.593133
0.442604	36.549675
0.44461	36.607502
0.446611	36.491967
0.448614	36.551512
0.450618	36.497789
0.452612	36.493593
0.45461	36.395612
0.45661	36.438755
0.458623	36.365921
0.460614	36.445477
0.462613	36.358956
0.464623	36.337645
0.466619	36.338052
0.468617	36.261791
0.470613	36.256619
0.472612	36.148616
0.474612	36.206658
0.476626	36.094236
0.478629	36.08376
0.480615	36.03974
0.48261	35.956618
0.484609	35.984432
0.486608	35.846666
0.488605	35.865925
0.490601	35.828986
0.492603	35.752769
0.494602	35.740066
0.496618	35.632342
0.498616	35.614402
0.500614	35.489767
0.502617	35.390598
0.5046	35.339234
0.506601	35.226457
0.50861	35.129348
0.510605	35.077244
0.512601	34.926177
0.514628	34.839963
0.516632	34.659329
0.518631	34.587631
0.520623	34.422562
0.522623	34.273345
0.524613	34.15069
0.526621	33.946498
0.528616	33.8059
0.530616	33.595516
0.532634	33.423334
0.534627	33.230583
0.536629	33.006741
0.538629	32.784785
0.54063	32.512532
0.542611	32.279449
0.54462	32.002378
0.546616	31.72838
0.548619	31.39648
0.550625	31.085252
0.552618	30.754809
0.554614	30.405562
0.556615	30.0348
0.558612	29.611066
0.560608	29.216574
0.562602	28.761276
0.564603	28.282455
0.566611	27.794067
0.568599	27.31363
0.570614	26.702152
0.572613	26.145388
0.574611	25.523479
0.576605	24.926097
0.578601	24.232628
0.580602	23.527177
0.582598	22.795578
0.584588	21.993065
0.586589	21.153463
0.588605	20.32558
0.590602	19.431828
0.592599	18.452863
0.594593	17.473166
0.596585	16.415943
0.598583	15.301563
0.600579	14.214401
0.602577	12.942455
0.604572	11.689464
0.606586	10.281741
0.608587	8.879693
0.610584	7.41222
0.612581	5.869574
0.614579	4.194297
0.616575	2.461918
0.618568	0.66159
0.62056	-1.245501
0.622557	-3.271549
0.624573	-5.475133
0.62657	-7.726608
0.628567	-10.199657
0.630564	-12.741554
0.632563	-15.500204
0.634557	-18.492083
0.636574	-21.765764
0.638581	-25.159712
0.640587	-28.963569
0.642597	-33.122227
0.644604	-37.674567
0.645241	-39.898075
0.644936	-39.923143
0.6447	-39.921405
